Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP,iso_code,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
India,1995,792.8438234,48007.01565,744.8368077,480.5617949,203.8636434,26.03593497,1.702651889,4.64750291,48.411,1.262,0.378,0.731,IND,5.58,81.808,14.006,22.209,13.185,49.568,7.527,206.16,,,,0.0,0.0,0.0,0.0,,69.365,6.136,55.399,94.326,1631.615,307.381,1692.682,1547.905,1605.838,427.149,,296.292,342.552,29.434,75.921,7.615,16.826,0.564,,76.982,0.001,0.496,2.045,3055.456,8.369,92.021,209.305,2710.233,2811.669,355.373,80.195,6.891,14.006,6.138,22.209,180.778,30.536,187.544,180.778,187.544,17.774,-5.35,7.16,-11.92,210.891,78.762,218.785,19.805,84.597,87.763,-1.321,7.979,-3.145,234.991,243.786,1.783,53.977,0.718,7.415,21.152,7.9,21.943,3.939,11.523,30.485,92.769,897.84,17.456,931.443,425.513,441.439,0.585,0.132,48.256,0.053,0.51,1.566,1.625,443.136,963923008.0,2945.224,79.863,18.022,-4.706,7.261,-10.56,213.839,221.843,0.0,,0.0,0.003,0.003,0.001,0.003,1440000000000.0,0.116,159.551,0.047,0.848,1.379,0.515,1.431
Indonesia,1995,271.0034524,55183.22928,215.8202231,22.53835874,131.7926918,47.40235026,1.296316951,1.176703963,36.513,0.534,0.174,1.016,IDN,27.289,61.472,0.452,2.771,-0.631,-5.641,6.531,53.731,,,,0.0,0.0,0.0,0.0,,26.546,10.051,7.197,5.761,63.078,72.951,320.298,286.734,1455.989,54.121,,14.367,43.612,20.667,8.293,0.0,8.579,2.213,,10.506,0.0,0.0,1.042,4450.235,6.429,96.67,51.179,847.22,4302.051,221.457,80.584,38.186,5.447,32.586,14.753,285.585,104.941,1450.154,616.305,3129.499,15.323,3.886,2.629,0.862,23.037,42.111,116.976,19.412,10.506,53.346,9.584,3.33,2.552,29.182,148.184,0.0,,0.0,0.0,0.0,0.0,0.0,15.852,6.554,56.887,30.665,498.558,43.564,2531.599,887.723,4507.719,11.235,4.088,37.946,0.701,1.691,6.146,31.208,274.816,196934000.0,876.403,53.346,19.412,9.584,3.33,2.552,29.182,148.184,0.0,,0.0,0.0,0.0,0.0,0.0,841000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Laos,1995,,,,,,,,,,,,,LAO,2252.914,0.11,,,,,19.431,0.71,,,,,,,,,,,,,,,,0.115,23.642,,,,,,,,,,,,,,0.537,900.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4846000.0,4.366,,,,,,,,,,,,,,,8131588096.0,,,,,,,
Malaysia,1995,91.23614968,10784.89755,80.45125213,6.648902227,49.5198157,24.14878323,0.538183712,2.777321283,55.992,0.675,0.271,3.885,MYS,,,10.71,27.365,7.101,25.653,4.235,16.241,,,,0.0,0.0,0.0,0.0,,8.533,9.586,4.852,1.697,19.398,193.967,946.774,,,46.575,,3.974,40.357,25.447,6.218,0.0,10.936,0.0,,6.218,0.0,0.0,1.769,19513.146,4.644,95.68,16.977,382.513,18670.104,1969.763,86.649,54.636,3.864,33.859,5.036,135.362,1242.02,6606.876,282.888,13807.514,13.351,-4.088,4.32,-0.736,17.272,303.495,843.042,13.351,6.218,303.495,-4.088,4.32,-0.736,17.272,843.042,0.0,,0.0,0.0,0.0,0.0,0.0,23.481,4.71,56.969,10.245,227.754,533.776,11116.454,386.918,18885.116,0.0,0.0,,0.0,0.0,0.0,0.0,2273.258,20488000.0,399.785,303.495,13.351,-4.088,4.32,-0.736,17.272,843.042,0.0,,0.0,0.0,0.0,0.0,0.0,226000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mongolia,1995,,,10.35460536,9.255634722,1.083260016,0.0,0.0,0.063778138,90.719,3.01,1.095,4.454,MNG,-2.695,-0.736,,,,,-2.135,-0.749,,,,,0.0,0.0,0.0,,,,,,,,,26.559,11557.36,,,,,,,,,,,,,,6.29,14947.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298000.0,34.35,,,,,,,,,,,,,,,5460608000.0,,,,,,,
Myanmar,1995,,,9.901776786,0.064714211,4.045049535,2.682215776,0.009625565,0.022322393,13.604,0.643,0.176,0.153,MMR,0.0,,14.685,2.063,0.0,,6.434,2.053,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.598,773.427,,,,,,,,,,,,,,,16.113,367.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43902000.0,33.955,,,,,,,,,,,,,,,56789778432.0,,,,,,,
Nepal,1995,,,3.966277193,0.294638756,1.487772359,0.0,0.0,0.106618405,6.273,0.172,0.05,0.082,NPL,199.695,0.019,,0.0,,0.0,8.829,0.657,,,,,,,,,,,,,,,,0.029,1.336,,,,,,,,,,,,,,0.264,375.245,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,21576000.0,8.096,,,,,,,,,,,,,,,30714241024.0,,,,,,,
Pakistan,1995,93.62437525,6725.3549,86.89902035,8.087769227,46.21013428,25.60791308,0.047858289,1.721030226,35.37,0.602,0.184,0.64,PAK,4.967,0.784,2.564,3.257,0.0,,5.469,21.083,,,,0.0,0.0,0.0,0.0,,,0.821,6.322,0.209,25.702,,207.65,16.564,133.825,63.75,,,,,22.747,0.521,,0.0,,22.747,0.0,0.0,1.217,3284.716,5.517,84.103,17.879,341.938,2762.536,,,,2.564,32.039,3.257,130.26,,1052.377,130.26,1052.377,35.681,5.666,15.541,3.388,63.185,183.771,510.476,36.499,23.268,187.984,5.216,15.897,3.204,64.634,522.179,0.818,-11.278,0.356,-0.184,1.449,4.213,11.703,,8.401,45.742,14.413,185.976,,1502.509,,,0.0,0.0,,0.0,0.0,0.0,0.0,515.039,123777000.0,406.572,183.771,35.681,5.666,15.541,3.388,63.185,510.476,0.0,,0.0,0.0,0.0,0.0,0.0,334000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Philippines,1995,59.93070577,78.5633198,59.85214245,6.901529022,50.517696,0.010309996,0.353737788,1.254871255,41.628,0.476,0.199,0.815,PHL,0.0,,,,,,11.399,25.65,,,,0.0,0.0,0.0,0.0,,,20.629,6.557,2.811,16.437,,235.542,,,33.554,,,,,6.232,0.0,,6.135,,12.367,0.0,0.0,0.746,3592.05,13.148,86.295,25.136,216.315,3099.777,,,,-3.59,0.02,-0.002,0.051,,0.73,,,18.573,6.312,6.906,1.028,17.311,89.304,248.067,36.857,12.367,177.218,1.519,13.705,0.514,34.353,492.273,0.0,,0.0,0.0,0.0,0.0,0.0,,12.578,79.718,22.327,199.827,,2863.504,,,87.914,18.284,-2.927,6.799,-0.514,17.042,244.206,480.827,69784000.0,250.668,177.218,36.857,1.519,13.705,0.514,34.353,492.273,0.0,,0.0,0.0,0.0,0.0,0.0,336000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Singapore,1995,,,37.82236,0.051630066,34.194427,3.171982675,35.64839107,7.892421746,47.631,0.351,0.225,10.662,SGP,,,,,,,4.252,15.857,,,,0.0,0.0,0.0,0.0,,,-53.326,0.034,-0.152,0.133,,37.766,,,22.057,,,,,0.0,0.0,,0.245,,0.245,0.0,0.0,5.45,110277.839,4.259,99.825,15.857,388.159,110084.828,,,,0.0,3.665,0.0,14.25,,4041.41,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.111,0.245,69.484,0.0,0.175,0.0,0.681,193.011,0.0,,0.0,0.0,0.0,0.0,0.0,,4.475,96.126,16.01,373.776,,106005.652,,,69.484,1.111,0.0,0.175,0.0,0.681,193.011,6255.644,3526000.0,388.84,69.484,1.111,0.0,0.175,0.0,0.681,193.011,0.0,,0.0,0.0,0.0,0.0,0.0,71350697984.0,0.0,,0.0,0.0,0.0,0.0,0.0
Sri Lanka,1995,,,6.755294692,0.017001482,5.522810315,0.0,1.096805673,0.0,21.691,0.204,0.068,0.299,LKA,,,,,,,9.069,2.898,,,,0.0,0.0,0.0,0.0,,,189.09,0.033,0.008,0.012,,0.639,,,4.8,,,,,4.514,0.0,,0.0,,4.514,0.0,0.0,0.505,1910.635,8.339,64.025,1.718,22.317,1223.294,,,,,0.0,0.0,0.0,,0.0,,,94.036,10.393,35.975,1.181,12.539,247.443,687.342,94.036,4.514,247.443,10.393,35.975,1.181,12.539,687.342,0.0,,0.0,0.0,0.0,0.0,0.0,,8.304,63.992,1.71,22.305,,1222.655,,,0.0,0.0,,0.0,0.0,0.0,0.0,263.138,18243000.0,34.856,247.443,94.036,10.393,35.975,1.181,12.539,687.342,0.0,,0.0,0.0,0.0,0.0,0.0,68988043264.0,0.0,,0.0,0.0,0.0,0.0,0.0
Taiwan,1995,,,152.0284204,60.3131493,83.95977353,7.511899542,7.692881444,3.87746267,57.826,0.654,0.317,7.058,TWN,0.0,,,,,,5.91,43.821,,,,0.0,0.0,0.0,0.0,,38.716,3.216,23.78,5.819,186.739,2413.249,8744.094,,,133.117,,51.537,88.285,5.616,4.839,35.316,31.132,0.517,,5.356,0.0,0.0,1.531,36770.145,6.805,85.613,42.837,672.286,31479.943,4133.973,66.322,4.219,11.758,5.534,4.572,43.456,262.978,2034.858,,,3.636,-4.387,1.712,-0.617,13.443,226.609,629.47,30.554,40.672,1904.471,0.879,14.387,0.985,112.978,5290.202,26.53,1.276,12.493,1.236,98.099,1653.664,4593.514,23.387,7.921,56.298,32.446,442.09,1457.747,20700.992,,,24.199,0.388,34.107,0.183,0.365,1.436,67.219,6233.223,21356000.0,785.263,250.808,4.024,-1.664,1.895,-0.252,14.878,696.689,0.0,,0.0,0.0,0.0,0.0,0.0,513000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Thailand,1995,147.420866,3473.096775,143.9477692,30.097507,91.53638168,20.4982369,3.054230354,6.811331712,54.045,0.659,0.243,2.366,THA,6.768,4.076,5.877,6.525,-2.806,-1.113,9.636,54.083,,,,0.0,0.0,0.0,0.0,,19.019,14.077,13.573,10.307,83.523,255.017,1404.533,64.3,1081.278,79.737,,15.165,73.001,33.863,6.593,0.0,23.973,0.143,,6.736,0.0,0.0,1.312,10348.157,8.698,96.959,47.746,596.663,10033.521,1227.596,91.553,42.469,3.564,17.174,3.637,105.687,569.446,1777.244,117.561,1976.914,8.268,49.719,2.976,6.082,18.314,110.868,307.968,8.447,6.736,113.269,51.217,3.041,6.337,18.71,314.636,0.0,,0.0,0.0,0.0,0.0,0.0,30.065,9.047,66.212,33.802,407.453,403.132,6851.744,38.556,648.365,2.4,0.179,181.204,0.064,0.256,0.397,6.668,1340.865,59467000.0,615.374,113.269,8.447,51.217,3.041,6.337,18.71,314.636,0.0,,0.0,0.0,0.0,0.0,0.0,469000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vietnam,1995,36.63828837,5218.209718,31.42007865,13.93485823,13.52887311,0.43802437,0.224798284,0.120485482,29.968,0.419,0.143,0.367,VNM,38.245,14.977,-41.8,-1.008,7.324,6.038,16.073,17.229,,,,0.0,0.0,0.0,0.0,,13.811,34.578,28.945,9.253,36.014,27.006,480.764,54.138,722.712,14.648,,2.023,4.066,0.748,10.582,0.0,1.295,0.0,,10.582,0.0,0.0,0.98,1660.95,16.572,76.375,13.51,95.027,1268.553,54.278,27.758,5.106,-41.8,1.128,-1.008,1.404,9.985,18.744,1.404,18.744,72.242,14.487,23.625,3.719,29.394,141.263,392.397,72.242,10.582,141.263,14.487,23.625,3.719,29.394,392.397,0.0,,0.0,0.0,0.0,0.0,0.0,8.841,10.058,46.302,5.265,57.609,17.287,769.046,88.477,1181.107,0.0,0.0,,0.0,0.0,0.0,0.0,195.541,74910000.0,124.422,141.263,72.242,14.487,23.625,3.719,29.394,392.397,0.0,,0.0,0.0,0.0,0.0,0.0,127000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
China,1995,3226.141943,208118.7784,3018.023164,2512.35322,404.8725379,26.87526445,8.956198969,2.218255404,66.324,1.574,0.979,2.407,CHN,9.745,702.627,2.227,3.941,2.013,34.137,3.073,309.77,,,,0.0,0.0,0.0,0.0,,73.671,1.246,74.458,95.183,7736.857,597.851,6234.77,7912.657,6376.439,1007.03,,741.886,799.979,2.999,190.58,12.833,55.094,3.014,,194.217,0.007,0.616,2.617,8373.59,2.539,94.465,243.057,9815.824,7910.112,644.665,79.439,0.298,1.031,1.721,1.824,178.796,2.417,144.083,180.912,145.789,18.925,13.827,5.095,64.308,529.389,153.579,426.61,20.56,207.05,166.852,13.121,5.535,66.712,575.14,463.478,1.274,-13.032,0.343,-5.342,35.647,10.342,28.726,5.471,8.326,18.287,146.05,1900.171,44.398,1531.259,1730.289,1394.359,2.429,0.299,555.217,0.081,7.094,8.372,6.747,811.518,1240920960.0,10390.963,156.511,19.286,15.415,5.192,72.054,539.493,434.752,0.001,40.0,0.0,0.006,0.019,0.006,0.016,3970000000000.0,0.061,60.526,0.016,0.645,1.712,0.497,1.379
Argentina,1995,131.7692644,23146.6709,108.6225935,4.340249318,54.28431241,49.7606098,1.522305101,1.998021225,49.053,0.284,0.211,3.083,ARG,0.0,,12.304,26.647,8.536,34.206,4.045,23.748,,,,0.0,0.0,0.0,0.0,,2.841,4.94,1.214,0.349,7.414,54.784,212.879,,,67.169,,1.908,31.375,24.882,28.458,7.066,4.585,0.116,,28.574,0.0,0.0,1.14,17537.406,5.278,83.792,25.658,511.793,14694.886,900.853,46.71,37.044,11.299,42.973,26.647,262.478,714.423,7536.406,243.222,6983.532,42.368,1.735,12.942,1.348,79.05,817.105,2269.737,53.06,35.64,1023.306,-1.892,16.208,-1.909,98.999,2842.52,10.52,-14.196,3.213,-3.247,19.628,202.883,563.564,6.826,-0.55,39.604,-1.338,241.901,131.647,6945.601,434.917,12487.566,3.319,0.172,-3.1,0.053,-0.01,0.321,9.219,1928.599,34828000.0,610.793,820.424,42.54,1.714,12.995,1.338,79.371,2278.956,0.0,,0.0,0.0,0.0,0.0,0.0,536000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Bolivia,1995,10.26255669,2848.398933,7.414157754,0,4.723590357,2.465289054,0.0,0.0,45.391,0.485,0.207,0.932,BOL,,,-0.081,-0.025,0.0,,14.768,4.642,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.763,4732.945,,,,,,,,,,,,,,,30.434,3992.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7622000.0,36.075,,,,,,,,,,,,,,,20458250240.0,,,,,,,
Brazil,1995,247.2618235,9457.68225,237.8041413,32.89089471,190.1424139,7.971326032,3.674470034,2.081271286,33.768,0.214,0.128,1.409,BRA,-1.898,-0.462,10.367,4.913,3.488,14.676,4.999,88.807,,,3.404,4.283,2.63,79.893,493.107,,1.975,4.872,7.383,6.398,137.73,33.591,850.08,23.893,147.467,275.601,,5.442,13.584,0.56,253.905,2.519,7.581,5.594,,259.499,0.0,0.0,1.413,11513.806,4.717,56.701,47.65,1057.746,6528.491,83.839,4.929,0.203,10.367,2.804,4.913,52.305,3.454,322.83,52.305,322.83,92.128,4.615,37.808,31.111,705.292,1567.121,4353.118,95.071,262.018,1617.194,5.369,43.299,41.157,807.721,4985.316,0.914,4480.0,0.375,6.844,6.997,15.547,43.187,2.751,4.371,46.514,36.339,867.711,46.793,5355.581,435.463,2687.714,34.525,2.03,3.814,0.833,0.571,15.538,95.903,1701.033,162020000.0,1865.467,1601.646,94.157,4.477,42.923,34.312,800.724,4942.128,0.0,,0.0,0.0,0.0,0.0,0.0,1320000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Cuba,1995,22.99544463,169.9778225,22.8254668,0.264791146,22.13683635,0.17229148,0.040361228,0.53941323,49.364,0.614,0.198,2.062,CUB,,,0.0,,0.0,,1.895,2.269,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.932,11206.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10888000.0,122.016,,,,,,,,,,,,,,,41609011200.0,,,,,,,
Curaçao,1995,,,2.661452941,0,2.661452941,0.0,5.372126305,0.200742147,47.857,1.076,0.856,13.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,1995,,,11.50838455,0.196228635,11.14842239,0.0,0.0,0.175389505,51.111,0.43,0.202,1.435,DOM,,0.0,,0.0,,0.0,7.913,3.387,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.973,5907.773,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,7819000.0,46.193,,,,,,,,,,,,,,,47455686656.0,,,,,,,
Ecuador,1995,26.11183407,8991.08258,17.12075149,0,16.91250882,0.0,0.995673725,0.545301866,50.651,0.33,0.183,1.457,ECU,,,,,1.929,4.613,-5.298,-5.253,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,8.429,,,,,5.161,0.0,,0.0,,5.161,0.0,0.0,1.675,8196.376,-1.67,84.732,-1.351,79.555,6944.968,,,,-3.472,3.444,-0.116,3.233,,282.247,,,61.227,-21.396,15.268,-3.902,14.335,450.506,1251.408,61.227,5.161,450.506,-21.396,15.268,-3.902,14.335,1251.408,0.0,,0.0,0.0,0.0,0.0,0.0,,-1.592,81.289,-1.234,76.321,,6662.721,243.822,21285.246,0.0,0.0,,0.0,0.0,0.0,0.0,735.801,11455000.0,93.889,450.506,61.227,-21.396,15.268,-3.902,14.335,1251.408,0.0,,0.0,0.0,0.0,0.0,0.0,56059617280.0,0.0,,0.0,0.0,0.0,0.0,0.0
El Salvador,1995,,,5.02387686,0.003036851,4.636198533,0.0,0.0,0.159444895,32.549,0.287,0.14,0.814,SLV,,,,,,,25.362,4.97,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.02,4364.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5629000.0,24.566,,,,,,,,,,,,,,,24090079232.0,,,,,,,
Guatemala,1995,,,6.965189049,0,5.959229992,0.0,0.516573206,0.137122802,26.346,0.19,0.093,0.571,GTM,,,,,0.0,,7.022,2.073,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.745,3035.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10408000.0,31.591,,,,,,,,,,,,,,,42428469248.0,,,,,,,
Guyana,1995,1.59006026,10.3301325,1.579730127,0,1.54565336,0.0,0.0,0.041455745,50.368,0.609,0.303,2.011,GUY,,0.0,,,,,-15.255,-0.692,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,5054.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761000.0,3.847,,,,,,,,,,,,,,,,,,,,,,
Haiti,1995,,,1.416818054,0,0.917352072,0.0,0.0,0.070155922,8.432,0.096,0.044,0.117,HTI,,0.0,,0.0,,0.0,57.247,1.645,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.32,583.543,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,7745000.0,4.52,,,,,,,,,,,,,,,14136815616.0,,,,,,,
Honduras,1995,,,4.089637249,0.002860271,3.618969783,0.0,0.0,0.073344664,30.237,0.362,0.173,0.626,HND,,,,,,,8.655,1.51,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.896,3320.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5709000.0,18.955,,,,,,,,,,,,,,,21154861056.0,,,,,,,
Jamaica,1995,,,8.522609763,0.135226312,8.352104224,0.0,0.098299895,0.529357256,66.84,0.643,0.359,3.323,JAM,,0.0,,0.0,,0.0,11.51,4.063,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,3.012,15533.167,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2534000.0,39.361,,,,,,,,,,,,,,,13066300416.0,,,,,,,
Nicaragua,1995,,,2.880488314,0,2.542932732,0.0,0.0,0.063778138,26.593,0.437,0.169,0.54,NIC,,,,,,,6.989,0.847,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.33,2787.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4652000.0,12.967,,,,,,,,,,,,,,,9750429696.0,,,,,,,
Panama,1995,,,4.266099884,0.125391621,4.020287465,0.0,6.225871576,0.315701049,49.258,0.254,0.137,1.493,PAN,,0.0,,0.0,,0.0,5.137,3.03,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,3.246,22636.199,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2740000.0,62.023,,,,,,,,,,,,,,,19107033088.0,,,,,,,
Paraguay,1995,4.060348542,1.274797,4.059073745,0,3.553673268,0.0,0.0,0.029454264,21.25,0.171,0.081,0.731,PRY,,0.0,,0.0,,0.0,15.296,17.616,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,6.427,27797.252,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,4777000.0,132.787,,,,,,,,,,,,,,,20660105216.0,,,,,,,
Peru,1995,26.03901373,1660.800105,24.37821363,1.420068527,21.57513204,0.58576193,0.118236243,1.109737083,50.746,0.301,0.162,0.959,PER,0.0,,-3.14,-0.125,-4.333,-3.363,9.07,10.936,,,,0.0,0.0,0.0,0.0,,,5.055,3.305,0.209,4.347,,178.883,,,16.88,,,,,12.938,0.0,,0.142,,13.08,0.0,0.0,1.206,5411.862,12.192,72.372,10.343,95.171,3916.647,,,,-3.14,2.935,-0.125,3.86,,158.839,3.86,158.839,76.644,1.495,27.329,0.529,35.938,532.433,1478.983,77.485,13.08,538.277,1.66,27.628,0.593,36.332,1495.216,0.0,,0.0,0.0,0.0,0.0,0.0,,13.374,66.131,10.259,86.964,,3578.925,74.248,3055.617,5.844,0.841,19.328,0.3,0.064,0.394,16.233,694.683,24299000.0,131.503,538.277,77.485,1.66,27.628,0.593,36.332,1495.216,0.0,,0.0,0.0,0.0,0.0,0.0,109000000000.0,0.0,,0.0,0.0,0.0,0.0,0.0
Suriname,1995,,,,,,,,,,,,,SUR,,0.0,,0.0,17.146,0.696,-3.771,-0.381,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,22000.82,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.757,10762.021,,,,,,,,,442000.0,9.724,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,1995,11.12729235,2910.962266,8.216330079,0,2.190912296,6.018172046,0.162961393,0.175389505,32.588,0.831,0.552,6.51,TTO,,,7.353,5.056,-0.409,-0.322,8.446,6.928,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,4.307,,,,,0.0,0.0,,0.033,,0.033,0.0,0.0,8.569,70939.681,8.452,99.897,6.926,88.867,70866.581,,,,7.353,82.975,5.056,73.813,,58862.265,73.813,58862.265,0.0,,0.0,0.0,0.0,0.0,0.0,0.766,0.033,26.316,3.125,0.103,0.003,0.092,73.099,0.0,,0.0,0.0,0.0,0.0,0.0,,14.18,16.922,1.869,15.053,,12004.316,78.21,62368.501,26.316,0.766,3.125,0.103,0.003,0.092,73.099,3434.609,1254000.0,88.958,26.316,0.766,3.125,0.103,0.003,0.092,73.099,0.0,,0.0,0.0,0.0,0.0,0.0,10381232128.0,0.0,,0.0,0.0,0.0,0.0,0.0
Uruguay,1995,4.609300695,1.3590725,4.607941622,0.017117197,4.462753389,0.0,1.221722725,0.0,41.072,0.136,0.105,1.37,URY,,0.0,,0.0,,0.0,-14.495,-5.979,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.947,10939.05,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,3224000.0,35.267,,,,,,,,,,,,,,,37252276224.0,,,,,,,
